Algorithm:		Bubble Sort         Merge Sort
919297670	-1025079717	-1025079717
-1261676418	-1020292071	-1020292071
1566014022	-1019909222	-1019909222
-809558608	-1019062546	-1019062546
262200594	-1018089572	-1018089572
-32582119	-1016328543	-1016328543
-1327217948	-1015525665	-1015525665
-343216790	-1015004944	-1015004944
-1519389361	-1014854168	-1014854168
-2877062	-1013729427	-1013729427
-450703432	-1012987813	-1012987813
-80771549	-1012979174	-1012979174
1835741390	-1012542073	-1012542073
-1041863732	-1010483856	-1010483856
174245299	-1010133900	-1010133900
1615341801	-1008576924	-1008576924
1855993189	-1006730667	-1006730667
38904818	-1005356348	-1005356348
-1060833419	-1005100431	-1005100431
1641302694	-1004048807	-1004048807
373890830	-1003929568	-1003929568
1224295575	-1003714369	-1003714369
-2137248818	-1001102736	-1001102736
1769386572	-1000095087	-1000095087
-255912946	-993168525	-993168525
1630136194	-991839677	-991839677
-852146046	-990658282	-990658282
-573847986	-990142104	-990142104
683636569	-989940690	-989940690
-511342034	-989432977	-989432977
1370547532	-988877206	-988877206
-455951023	-988821639	-988821639
-840475340	-987704022	-987704022
-661680231	-987475167	-987475167
-1447785691	-986587405	-986587405
1626121763	-985617972	-985617972
-1688263140	-979944042	-979944042
320244572	-978991801	-978991801
-145087547	-977172192	-977172192
732920556	-976789862	-976789862
1927963622	-975418406	-975418406
1057434107	-974358227	-974358227
958946665	-974243852	-974243852
-889539678	-973359231	-973359231
-1926337241	-971745428	-971745428
2048182910	-970802907	-970802907
1850148567	-966768894	-966768894
832441282	-966426562	-966426562
-1337703723	-965946240	-965946240
-1923506880	-964829222	-964829222
416196511	-961435721	-961435721
347762492	-961388508	-961388508
-1479496658	-960093512	-960093512
651779078	-958945690	-958945690
910350498	-958777720	-958777720
-1257225554	-958158872	-958158872
-131617576	-957984227	-957984227
485420883	-957908305	-957908305
-1187307304	-957271393	-957271393
-554861867	-956322686	-956322686
-156321463	-954717261	-954717261
257856761	-953951400	-953951400
1429625421	-951269277	-951269277
933312319	-950838514	-950838514
1459834216	-949946681	-949946681
1129012211	-948051952	-948051952
-1294933141	-946829025	-946829025
-1954425787	-946730530	-946730530
-56505996	-944808439	-944808439
736627058	-943760877	-943760877
391520383	-937736381	-937736381
-1091721160	-935601379	-935601379
-970802907	-931437674	-931437674
-827802827	-929972727	-929972727
589959541	-929542124	-929542124
-964829222	-927736451	-927736451
-1075648240	-926060799	-926060799
-935601379	-924729130	-924729130
2131754982	-922368614	-922368614
-769249776	-921935120	-921935120
172813903	-920540954	-920540954
-1394198528	-919813637	-919813637
1562347860	-918782536	-918782536
-881638700	-915051764	-915051764
-96402336	-913868093	-913868093
1816614844	-912520536	-912520536
1468631475	-911646723	-911646723
-1010483856	-909662440	-909662440
-360553139	-908920250	-908920250
860378767	-908876625	-908876625
-110974421	-907253335	-907253335
-1014854168	-906671007	-906671007
-1713405939	-905093063	-905093063
-2142705754	-903163447	-903163447
-1530816484	-902979824	-902979824
437451191	-902791955	-902791955
758952234	-902739210	-902739210
314788595	-902360942	-902360942
1641752674	-902028470	-902028470
1329182654	-900960164	-900960164
1157587363	-899509443	-899509443
2044283971	-897214786	-897214786
-1129911591	-896832006	-896832006
-731850887	-893447035	-893447035
1959899155	-892673362	-892673362
29990799	-892503407	-892503407
1178268195	-891878198	-891878198
-1361614989	-891550442	-891550442
-1584068590	-891481324	-891481324
-261214575	-889565530	-889565530
-1397369944	-889539678	-889539678
1579618044	-889055469	-889055469
-975418406	-888271978	-888271978
-1982256230	-884950469	-884950469
75113438	-883714756	-883714756
45944600	-883638847	-883638847
-1213434835	-883504943	-883504943
1898970530	-882953192	-882953192
-1343294774	-881638700	-881638700
1013833401	-881436594	-881436594
1020054134	-879591755	-879591755
876632480	-877098510	-877098510
-198374203	-875493159	-875493159
-853944783	-875036593	-875036593
-471981778	-874574039	-874574039
1262296348	-874121832	-874121832
1631126403	-873036984	-873036984
-450060831	-872292897	-872292897
973254273	-870580404	-870580404
-2032812543	-868508697	-868508697
-1343863983	-868120953	-868120953
890786870	-867237366	-867237366
1968598320	-866295747	-866295747
-692821065	-862247440	-862247440
109033629	-861476651	-861476651
-1148674346	-859722280	-859722280
370288568	-859554243	-859554243
-560202383	-858035925	-858035925
-334050885	-856740424	-856740424
-1961288939	-856373544	-856373544
1093767604	-855321423	-855321423
-366941757	-854119497	-854119497
-920540954	-853944783	-853944783
-551689811	-853619565	-853619565
1108808575	-852146046	-852146046
999031670	-847752518	-847752518
656294532	-846800364	-846800364
885264814	-845951363	-845951363
724446237	-844621352	-844621352
1260464031	-844006601	-844006601
-260093011	-843015531	-843015531
1471911603	-842483343	-842483343
-1841853093	-841478926	-841478926
2113898734	-840486379	-840486379
-2105723666	-840475340	-840475340
1996136022	-840376790	-840376790
-503818700	-838660540	-838660540
-396139453	-838591590	-838591590
1002243401	-838253410	-838253410
708735205	-838077879	-838077879
1387794293	-837613515	-837613515
1802889862	-836679433	-836679433
1633378688	-835636297	-835636297
-1963679403	-833959558	-833959558
-745582940	-833581407	-833581407
-1806601289	-832134716	-832134716
1208632210	-832105054	-832105054
242403446	-831239225	-831239225
-1304222946	-828991763	-828991763
229461827	-828297829	-828297829
-53205371	-827968911	-827968911
185745256	-827802827	-827802827
-1400393346	-825751212	-825751212
-922368614	-825497805	-825497805
-1996510618	-825434107	-825434107
-785871539	-824091387	-824091387
-28925627	-823948005	-823948005
-1538646275	-823496361	-823496361
-88410994	-822829588	-822829588
187464767	-822474186	-822474186
-1960034121	-821532324	-821532324
-1218198628	-821253858	-821253858
-1192865754	-820467414	-820467414
-387774076	-819364338	-819364338
680035075	-818930927	-818930927
1854327007	-818761226	-818761226
935973612	-816264070	-816264070
527344896	-814169339	-814169339
1841249446	-813974886	-813974886
-2073198589	-811027052	-811027052
-822474186	-810863308	-810863308
1724806122	-810540284	-810540284
257245712	-809558608	-809558608
128309737	-809256666	-809256666
1651242039	-809167424	-809167424
738364098	-808481555	-808481555
1230916742	-808217991	-808217991
556839978	-806165459	-806165459
2046347648	-806019149	-806019149
954552962	-804407615	-804407615
199870794	-802882518	-802882518
-299867282	-802682202	-802682202
-1214883127	-800590015	-800590015
387550483	-798658601	-798658601
-1521813766	-797201825	-797201825
-1696264450	-796963867	-796963867
-711915790	-791564592	-791564592
-1519407870	-790736196	-790736196
1559950645	-790655473	-790655473
315273622	-788442243	-788442243
794856772	-788409498	-788409498
1578923123	-787654680	-787654680
-1936086396	-787426403	-787426403
437638015	-787098516	-787098516
-1853800453	-786777016	-786777016
54923093	-786617063	-786617063
494707830	-786436464	-786436464
-93761059	-785871539	-785871539
-1420862712	-785839525	-785839525
504110295	-784396201	-784396201
646534668	-784135111	-784135111
149997381	-783078778	-783078778
159023890	-782524360	-782524360
-176006119	-780651303	-780651303
-1710598057	-780337251	-780337251
292579730	-779968664	-779968664
1149481150	-778780002	-778780002
1448931366	-776313785	-776313785
1275433311	-774437178	-774437178
34894073	-772745444	-772745444
-585626577	-771399139	-771399139
-595038430	-770286118	-770286118
26436935	-769249776	-769249776
1323785305	-768253359	-768253359
-1405125424	-768099706	-768099706
215429311	-766480847	-766480847
-15379026	-765746360	-765746360
980920023	-765207596	-765207596
1870524752	-763924828	-763924828
-1047490571	-761403061	-761403061
-1607683241	-760603670	-760603670
682279594	-760256588	-760256588
-1384995858	-760120836	-760120836
-2142891022	-759217932	-759217932
-1086831093	-758330004	-758330004
306474291	-749275313	-749275313
1450237686	-749137465	-749137465
-1122126770	-748240734	-748240734
220860093	-745582940	-745582940
679915600	-745452159	-745452159
1111623050	-743283699	-743283699
-956322686	-739990334	-739990334
1408534511	-739640237	-739640237
1505764592	-738311754	-738311754
687400101	-736679233	-736679233
-1140223334	-736309835	-736309835
-136247211	-735744691	-735744691
652430058	-735517769	-735517769
1555730525	-735261186	-735261186
227517738	-734165250	-734165250
-854119497	-733408861	-733408861
-1600452086	-731850887	-731850887
1306612071	-730669709	-730669709
-1844411266	-729871831	-729871831
-2001246693	-729602772	-729602772
1291694189	-729153553	-729153553
1981966048	-728422160	-728422160
688835348	-727409438	-727409438
644424994	-727212733	-727212733
-1757347314	-727108574	-727108574
1655152714	-725853919	-725853919
2080848206	-725241050	-725241050
-1637932110	-723932082	-723932082
-2048447072	-723553667	-723553667
882512852	-723349519	-723349519
1475438691	-722948336	-722948336
853201877	-720976486	-720976486
587578013	-719905117	-719905117
-1817479971	-719650568	-719650568
-1893451626	-718645806	-718645806
-1990065440	-718370774	-718370774
-221985634	-717445127	-717445127
-83898694	-717148992	-717148992
-615092565	-717123705	-717123705
828906455	-716490509	-716490509
1195775981	-716412819	-716412819
-961435721	-716201406	-716201406
369570965	-716150050	-716150050
1247718415	-713934700	-713934700
1275659096	-713665440	-713665440
54972508	-713164374	-713164374
-1977519757	-713121571	-713121571
-1271460331	-711915790	-711915790
1859711815	-711159620	-711159620
-921935120	-710638456	-710638456
-2023215939	-709584943	-709584943
-1046913330	-707892365	-707892365
-694015471	-707565798	-707565798
-1212893374	-706953864	-706953864
-1637257030	-706001219	-706001219
1353916639	-705535043	-705535043
-227989110	-705051025	-705051025
-889565530	-704283951	-704283951
-1785176011	-703867233	-703867233
-1329450418	-699846237	-699846237
-1185504800	-698057563	-698057563
1538718782	-697360703	-697360703
-989432977	-697034338	-697034338
-442042263	-696998967	-696998967
-242026073	-695843103	-695843103
1376701818	-695588851	-695588851
-784396201	-695039986	-695039986
-367860250	-694179632	-694179632
197772081	-694175790	-694175790
-1186826527	-694015471	-694015471
-431492616	-692821065	-692821065
580304715	-691751374	-691751374
-1243696349	-688378577	-688378577
1958037776	-687380934	-687380934
2096894770	-686361880	-686361880
-1977204336	-685266489	-685266489
-303895484	-684377599	-684377599
1945039363	-683618241	-683618241
907940012	-682932471	-682932471
1641877250	-682244369	-682244369
-537742184	-681154398	-681154398
-1591636333	-680437280	-680437280
2061121033	-679722255	-679722255
-1540684183	-679570454	-679570454
1402005421	-677029651	-677029651
-683618241	-675957869	-675957869
-650139047	-674982828	-674982828
-716412819	-674384083	-674384083
-1869170125	-673902586	-673902586
1782528814	-672920758	-672920758
-1346670639	-672897627	-672897627
1515482933	-671892084	-671892084
-165436718	-671743045	-671743045
1909637236	-671693669	-671693669
-736679233	-671559213	-671559213
2069314640	-670266299	-670266299
-1738376136	-669466148	-669466148
-713934700	-669373140	-669373140
-735517769	-668061724	-668061724
-156614440	-667135480	-667135480
162935920	-666193259	-666193259
-1823374779	-663036104	-663036104
125843730	-661680231	-661680231
1358988244	-656828576	-656828576
2050071930	-656724592	-656724592
1815759225	-656519741	-656519741
1831908248	-656253155	-656253155
983198430	-655729447	-655729447
-362597609	-655363786	-655363786
-813974886	-655040269	-655040269
-1231015300	-654976522	-654976522
-1156126459	-654188893	-654188893
-1246303773	-650693754	-650693754
-452221418	-650436580	-650436580
-1824808312	-650139047	-650139047
-974243852	-649622292	-649622292
-230859863	-647687521	-647687521
-57157603	-646443617	-646443617
1885566104	-644982322	-644982322
796688211	-644912448	-644912448
1623778546	-644161145	-644161145
-1896961879	-644039536	-644039536
1074038604	-642144302	-642144302
671420012	-640484640	-640484640
239503327	-640474045	-640474045
-1072560194	-640430524	-640430524
1047099384	-640042733	-640042733
-1115878383	-639481002	-639481002
-1891522504	-638971169	-638971169
-877098510	-638760429	-638760429
404459231	-637154016	-637154016
-394870595	-633899312	-633899312
1977545924	-633564167	-633564167
-1607190224	-631489074	-631489074
-1435911519	-628800575	-628800575
846520057	-627974456	-627974456
1787564506	-626489640	-626489640
-856740424	-625262703	-625262703
127880945	-624978830	-624978830
-1770033663	-624322335	-624322335
493279544	-623280549	-623280549
-1104530583	-622417421	-622417421
-2107934070	-621648361	-621648361
1045052071	-620961199	-620961199
590889746	-620060088	-620060088
2007629634	-618473040	-618473040
-1793742749	-618454899	-618454899
-1193872778	-618030342	-618030342
437013614	-617673004	-617673004
-809256666	-617427320	-617427320
1122648097	-617399462	-617399462
695946521	-615262568	-615262568
405892782	-615092565	-615092565
-872292897	-615044017	-615044017
-2138146356	-614379839	-614379839
1238755326	-614304825	-614304825
838827118	-613339251	-613339251
-1398358684	-613282971	-613282971
-1224656699	-612775006	-612775006
1690482742	-611367228	-611367228
-1469122673	-609919804	-609919804
1826756958	-609507987	-609507987
544874999	-607072623	-607072623
1175074462	-606959499	-606959499
1099379860	-606848424	-606848424
-958158872	-603881631	-603881631
-1435016883	-601912633	-601912633
2023008835	-599259828	-599259828
624615212	-599259557	-599259557
-313753962	-598330344	-598330344
-253898141	-597117059	-597117059
-1247988478	-596869279	-596869279
-223366129	-596099491	-596099491
857582009	-595038430	-595038430
-2061074305	-593975923	-593975923
-1594456465	-593006284	-593006284
1147634701	-590415269	-590415269
1482847200	-590265194	-590265194
-187715134	-588658787	-588658787
-2094180104	-587627757	-587627757
-2104634269	-587312650	-587312650
2025398688	-587042358	-587042358
1123479962	-585649234	-585649234
-1334633143	-585626577	-585626577
1125036112	-585536992	-585536992
29697432	-584890585	-584890585
-580596102	-581435421	-581435421
1694332912	-580997825	-580997825
-196050969	-580596102	-580596102
1052905647	-580043048	-580043048
-2069217587	-579421492	-579421492
-1423084220	-578784365	-578784365
-1565263834	-578165868	-578165868
203342495	-577900985	-577900985
1685774631	-577632042	-577632042
396072835	-577513189	-577513189
530217032	-577391510	-577391510
243048119	-577341502	-577341502
1684966333	-576965640	-576965640
-380361926	-576730910	-576730910
199518295	-575371864	-575371864
1004980444	-574220700	-574220700
-318251241	-573847986	-573847986
727797225	-572702041	-572702041
2094951684	-572026243	-572026243
-791564592	-570753130	-570753130
1350881283	-570097392	-570097392
1987523302	-569960940	-569960940
1789756602	-568048901	-568048901
-1665965642	-567612726	-567612726
1171872972	-565846878	-565846878
-1334857087	-564838605	-564838605
1874289136	-563905771	-563905771
1611236309	-563349186	-563349186
1837359532	-562581661	-562581661
-779968664	-560202383	-560202383
-897214786	-558673016	-558673016
933875356	-554861867	-554861867
1592639614	-553967963	-553967963
520674893	-553314721	-553314721
343369139	-553105699	-553105699
-2088340251	-551689811	-551689811
-385724489	-551625716	-551625716
660560837	-550528849	-550528849
-796963867	-550372816	-550372816
-1713379971	-550110730	-550110730
-590265194	-549502973	-549502973
-194446221	-548669734	-548669734
1130797128	-548577606	-548577606
-277761564	-546788042	-546788042
884018330	-545873883	-545873883
-1602426011	-543462583	-543462583
-203250621	-542556541	-542556541
834706768	-541957734	-541957734
-1196897740	-541560052	-541560052
-1635718467	-539114595	-539114595
-1855159936	-538071570	-538071570
1854674935	-537742184	-537742184
1496377534	-536969560	-536969560
1606781587	-536005269	-536005269
-1098567421	-531659742	-531659742
-1698321778	-530967574	-530967574
-2032895061	-526838870	-526838870
2067032602	-526446990	-526446990
-1826769026	-526353564	-526353564
815076876	-523705693	-523705693
1865211134	-523526137	-523526137
1606346497	-523239674	-523239674
1870373602	-522811246	-522811246
-954717261	-518568058	-518568058
-1856749824	-517243465	-517243465
-503455973	-512095718	-512095718
-1939352263	-511786760	-511786760
1408868688	-511342034	-511342034
-729602772	-510491617	-510491617
1893296193	-508420701	-508420701
1409198258	-507852571	-507852571
-1763023424	-506939436	-506939436
-1369966482	-503818700	-503818700
1763287671	-503455973	-503455973
72728829	-502702413	-502702413
633158070	-502597523	-502597523
-494458228	-502194171	-502194171
976226381	-501352093	-501352093
194846169	-499459406	-499459406
-711159620	-499180722	-499180722
-1633313564	-497985558	-497985558
-644161145	-495539665	-495539665
1772503786	-495069932	-495069932
1053752951	-494458228	-494458228
-1046069673	-494113322	-494113322
1144699903	-492873445	-492873445
-1240102705	-492243839	-492243839
-989940690	-492228462	-492228462
-893447035	-490203377	-490203377
-1878257974	-489582350	-489582350
305064820	-488859956	-488859956
-1707289972	-488324752	-488324752
1979262010	-487988735	-487988735
-1019909222	-485344738	-485344738
-1167005277	-485284637	-485284637
1463915429	-483462755	-483462755
1760685351	-483324108	-483324108
1501356642	-482562882	-482562882
1682262497	-482254969	-482254969
-67727050	-477776156	-477776156
1737256148	-476473095	-476473095
222133055	-475327994	-475327994
1882773623	-474914487	-474914487
-127358160	-473483752	-473483752
1908071637	-473007381	-473007381
924838550	-471981778	-471981778
-425168178	-470756226	-470756226
-2079108489	-470112164	-470112164
2020188219	-468034341	-468034341
1718084473	-466490991	-466490991
1961030656	-464802053	-464802053
1347369958	-463963266	-463963266
1260852301	-462715994	-462715994
-723932082	-461963331	-461963331
1218762410	-461812998	-461812998
382386070	-461189468	-461189468
833304696	-459622876	-459622876
324131250	-459503289	-459503289
-523526137	-457929367	-457929367
-1231919008	-456956910	-456956910
-1088593533	-456716253	-456716253
-379366502	-456666326	-456666326
829188154	-455951023	-455951023
1435793311	-452280534	-452280534
-1339724794	-452221418	-452221418
1894647995	-450703432	-450703432
-530967574	-450060831	-450060831
703750458	-448681196	-448681196
-1548148196	-448087196	-448087196
685962284	-443870870	-443870870
-891481324	-442941171	-442941171
1109361633	-442756278	-442756278
-1066547113	-442042263	-442042263
646994248	-439850255	-439850255
1864874267	-438728741	-438728741
2096931222	-438204984	-438204984
-1742666252	-436350569	-436350569
-316974632	-434638032	-434638032
-1993375197	-433699475	-433699475
1209261166	-433488332	-433488332
155950159	-433193325	-433193325
1702513266	-432820387	-432820387
340056480	-431968965	-431968965
303119256	-431912114	-431912114
1535353241	-431492616	-431492616
949315867	-430925380	-430925380
-1505216983	-430063151	-430063151
1456471198	-429802315	-429802315
987443911	-428499831	-428499831
-1888888269	-428218377	-428218377
-2014011758	-425168178	-425168178
-250268437	-424083140	-424083140
-1893478195	-423371762	-423371762
1147473810	-422123594	-422123594
614788152	-421884288	-421884288
-392919156	-420924401	-420924401
-135406325	-419463621	-419463621
-1947402771	-417290370	-417290370
477781662	-414978846	-414978846
962851642	-410476224	-410476224
664725767	-405755203	-405755203
1517012094	-404472148	-404472148
-215985096	-402006410	-402006410
1355807895	-401526181	-401526181
-1770992291	-400925562	-400925562
-1971606812	-400758366	-400758366
-1663943545	-399803568	-399803568
-221136712	-399735499	-399735499
1826012147	-399629965	-399629965
1480235335	-399589127	-399589127
-133818523	-398527805	-398527805
1870429155	-396669536	-396669536
-488324752	-396139453	-396139453
-308646209	-394939035	-394939035
359601569	-394870595	-394870595
147927193	-394363084	-394363084
724134382	-393838897	-393838897
-654976522	-392919156	-392919156
1597058766	-391465292	-391465292
-205415722	-390181872	-390181872
-902791955	-389594920	-389594920
-1584949237	-387774076	-387774076
-1537753000	-386169742	-386169742
-888271978	-385724489	-385724489
-1545534325	-382683184	-382683184
-1361297991	-381919103	-381919103
-2077324841	-381703334	-381703334
-1404286821	-381231696	-381231696
743969777	-380665909	-380665909
791998136	-380417535	-380417535
-12739929	-380361926	-380361926
-1492210579	-380304958	-380304958
-570097392	-379464756	-379464756
122922850	-379393615	-379393615
916325560	-379366502	-379366502
967330	-377664704	-377664704
568526221	-377550879	-377550879
1922038938	-375677624	-375677624
-681154398	-375583291	-375583291
-290528161	-374975944	-374975944
871856889	-374904095	-374904095
1318942185	-369627841	-369627841
-464802053	-367860250	-367860250
-1906665186	-366941757	-366941757
-1392826811	-365984960	-365984960
-111483415	-365884240	-365884240
-1534885140	-363183874	-363183874
1736818609	-363107277	-363107277
1569212020	-362695414	-362695414
-1433115418	-362597609	-362597609
1773888002	-360553139	-360553139
562480006	-357791082	-357791082
646863506	-357742652	-357742652
-1239952959	-357256261	-357256261
-1462741695	-356714534	-356714534
260596267	-355640087	-355640087
-1050160412	-354671890	-354671890
-1374290665	-354622796	-354622796
-417290370	-354379161	-354379161
-1819032300	-354297922	-354297922
-1224924832	-353596466	-353596466
-523705693	-352126357	-352126357
840051950	-350526952	-350526952
-75762788	-350086584	-350086584
-1943806625	-348036893	-348036893
-1191602976	-345527543	-345527543
-50532359	-344167812	-344167812
8380745	-343931230	-343931230
-786436464	-343372273	-343372273
-1786331406	-343216790	-343216790
877877076	-339012555	-339012555
1946721363	-338675680	-338675680
-434638032	-338581238	-338581238
1387716806	-337362842	-337362842
1088297294	-335197773	-335197773
-1505927065	-334451952	-334451952
-173189769	-334050885	-334050885
-13653641	-329516306	-329516306
1551077481	-328666110	-328666110
2122289576	-328145386	-328145386
-1527004075	-326905240	-326905240
-1340206093	-326015690	-326015690
-1879620309	-323472595	-323472595
511501301	-321160213	-321160213
-62192802	-318577848	-318577848
-1565447714	-318251241	-318251241
-1578647242	-317462528	-317462528
-827968911	-316974632	-316974632
16336385	-316165517	-316165517
2126745782	-313753962	-313753962
579731350	-313470598	-313470598
851299135	-312035670	-312035670
-1093432832	-310817333	-310817333
-1381087945	-310073643	-310073643
809700954	-309581927	-309581927
-1223150707	-308646209	-308646209
678733083	-306125420	-306125420
50407680	-305541904	-305541904
-394939035	-305195332	-305195332
1733732308	-304436675	-304436675
1251670542	-304324709	-304324709
25446005	-303895484	-303895484
979580549	-302362038	-302362038
236117085	-301388564	-301388564
149948606	-300588426	-300588426
-1884360985	-300115437	-300115437
-1005356348	-299867282	-299867282
2120729094	-297103143	-297103143
-1430499922	-296677315	-296677315
300947186	-296566405	-296566405
-363183874	-296136911	-296136911
616256325	-293862145	-293862145
1186276535	-292481466	-292481466
1626707238	-291077064	-291077064
-1364975181	-290528161	-290528161
-1612075667	-289595919	-289595919
-172383496	-287812632	-287812632
-1797904663	-283163689	-283163689
711949342	-282366878	-282366878
-550372816	-280820457	-280820457
674143242	-279595911	-279595911
-304324709	-279279378	-279279378
-1380015994	-279050512	-279050512
-2008421020	-277761564	-277761564
-2013706632	-274371730	-274371730
1861150203	-272161172	-272161172
1959906259	-271665446	-271665446
-1274750198	-270473407	-270473407
756757358	-267493206	-267493206
-696998967	-265625320	-265625320
-951269277	-265371630	-265371630
457681291	-265195835	-265195835
1005161903	-261214575	-261214575
1062849451	-260303449	-260303449
819283998	-260093011	-260093011
-640474045	-259026297	-259026297
621073356	-256046818	-256046818
-1362831020	-255915012	-255915012
-831239225	-255912946	-255912946
-50171325	-254279842	-254279842
-2784878	-253898141	-253898141
1784213474	-253893089	-253893089
1708534677	-250268437	-250268437
842249554	-250090265	-250090265
-609919804	-248946951	-248946951
148191879	-247261883	-247261883
-114682622	-247089348	-247089348
1600984373	-246636224	-246636224
1622432009	-246196554	-246196554
-1984482453	-244871550	-244871550
-1256517151	-243930485	-243930485
-1859077328	-242026073	-242026073
-584890585	-241163414	-241163414
1249899729	-240521928	-240521928
-1419121482	-238579581	-238579581
110526924	-236344991	-236344991
-2139241615	-235504169	-235504169
-1214580616	-235387924	-235387924
-1655667135	-235318352	-235318352
-655729447	-235226501	-235226501
1733302142	-233683587	-233683587
233236803	-231172423	-231172423
-900960164	-230859863	-230859863
-1569014346	-228883791	-228883791
1976369947	-228798808	-228798808
1053256475	-228707743	-228707743
58188294	-227989110	-227989110
20084687	-224317286	-224317286
1481810050	-223366129	-223366129
95485204	-222542472	-222542472
913660094	-222102514	-222102514
21883239	-221985634	-221985634
1104992203	-221984586	-221984586
-644982322	-221742926	-221742926
-563905771	-221136712	-221136712
-1959564137	-221106227	-221106227
-832105054	-220993147	-220993147
-1603208675	-220030424	-220030424
-1030483842	-219641985	-219641985
1232295061	-219186357	-219186357
1629894969	-217160385	-217160385
-822829588	-217082282	-217082282
-1424350616	-217046356	-217046356
292813625	-215985096	-215985096
933162368	-215634938	-215634938
-254279842	-214490502	-214490502
401644174	-214272196	-214272196
1586668221	-213678261	-213678261
2049696147	-212686617	-212686617
-339012555	-210497272	-210497272
29094541	-208202291	-208202291
-1664471100	-207908129	-207908129
-1010133900	-205415722	-205415722
-1298824841	-205254874	-205254874
-2143369034	-203250621	-203250621
-780337251	-202926746	-202926746
-717445127	-201825178	-201825178
-1950472882	-200104906	-200104906
1002597925	-198374203	-198374203
655318728	-196481974	-196481974
-2047414521	-196368410	-196368410
-1643717840	-196050969	-196050969
2033304082	-194446221	-194446221
1054106552	-193094220	-193094220
389458688	-191366726	-191366726
-1533157825	-187715134	-187715134
-1649021338	-187566900	-187566900
1017590234	-187273757	-187273757
371764345	-185820136	-185820136
-1625788943	-185000802	-185000802
1267325329	-183864460	-183864460
-861476651	-183797881	-183797881
815090480	-182133719	-182133719
207657203	-180633702	-180633702
-541957734	-179080312	-179080312
-30686189	-178803607	-178803607
792684861	-177133237	-177133237
-302362038	-176430641	-176430641
-1667845001	-176006119	-176006119
-1955582336	-173710230	-173710230
-1856768634	-173189769	-173189769
10630331	-172383496	-172383496
1096112542	-171905079	-171905079
-607072623	-168148161	-168148161
-1742036616	-166308269	-166308269
2055903341	-165436718	-165436718
375898331	-164718917	-164718917
-617427320	-163964281	-163964281
2037366259	-163753676	-163753676
1285676748	-162753489	-162753489
-1896912284	-161386567	-161386567
1146086645	-160873099	-160873099
-1562741883	-160258058	-160258058
-1785259857	-160053350	-160053350
-802882518	-157030473	-157030473
-1717837441	-156614440	-156614440
-1391343142	-156542289	-156542289
1224764092	-156321463	-156321463
-1626154895	-155902817	-155902817
695189988	-152638840	-152638840
-1365888397	-151595666	-151595666
1163449355	-150847125	-150847125
357173666	-150118521	-150118521
-899509443	-148650366	-148650366
-357791082	-147271342	-147271342
1455504137	-147099677	-147099677
-656828576	-145259760	-145259760
-1401379962	-145087547	-145087547
1721944197	-143871646	-143871646
1019929758	-143071337	-143071337
-2017617704	-141291317	-141291317
-1621768354	-140235178	-140235178
1083557874	-138048023	-138048023
1699723666	-137834094	-137834094
1149016157	-137259074	-137259074
2099755018	-136681293	-136681293
-379393615	-136247211	-136247211
-4260308	-135406325	-135406325
1576999987	-134964036	-134964036
1103744447	-134660468	-134660468
-957908305	-134178748	-134178748
-1987354597	-133818523	-133818523
-2129237846	-133127114	-133127114
1978898976	-131887093	-131887093
-1621420510	-131617576	-131617576
1473347226	-131543776	-131543776
-1411068050	-130287800	-130287800
-2091374843	-130126326	-130126326
1370584833	-129335471	-129335471
-1440984882	-128725418	-128725418
-1146413027	-128413603	-128413603
-927736451	-127358160	-127358160
1287875767	-125699216	-125699216
-526446990	-125520846	-125520846
967052826	-125180297	-125180297
-1474078442	-123205497	-123205497
1724245778	-122400908	-122400908
-879591755	-122175164	-122175164
1825546144	-120408865	-120408865
-1627542693	-117329866	-117329866
-745452159	-115336213	-115336213
467521890	-115178827	-115178827
1780349465	-115142433	-115142433
-787426403	-114898641	-114898641
564827518	-114682622	-114682622
-1794021823	-114170768	-114170768
864690096	-113744745	-113744745
1774677750	-113240900	-113240900
790809673	-113058112	-113058112
809248445	-112869935	-112869935
380269093	-112273847	-112273847
682288266	-111483415	-111483415
-1216804906	-111011823	-111011823
1015698886	-110974421	-110974421
-1656353057	-110488221	-110488221
1009095184	-109815845	-109815845
1844835079	-109444512	-109444512
807860728	-102965869	-102965869
333142087	-102335968	-102335968
-644039536	-102109093	-102109093
-71866083	-99710472	-99710472
667371004	-97569366	-97569366
200622163	-97496628	-97496628
1966229869	-96402336	-96402336
-787098516	-95801280	-95801280
-2015780050	-95609275	-95609275
1207052384	-93761059	-93761059
33194918	-93693202	-93693202
-1636547506	-92609643	-92609643
902316672	-92021924	-92021924
884501060	-88410994	-88410994
-1385008808	-87949274	-87949274
-1004048807	-87718305	-87718305
-61253731	-86117598	-86117598
-654188893	-85244698	-85244698
1254587783	-83898694	-83898694
-617673004	-83646030	-83646030
-768253359	-83122774	-83122774
-492243839	-82876898	-82876898
1414101533	-82839387	-82839387
339762278	-80787718	-80787718
2000562727	-80771549	-80771549
-34132455	-79742834	-79742834
-2022949326	-79668215	-79668215
-145259760	-77090708	-77090708
-1427681197	-75762788	-75762788
-1029826836	-71866083	-71866083
-1437703027	-69533984	-69533984
-1494132132	-68922654	-68922654
-1251238958	-68764689	-68764689
1795229468	-67727050	-67727050
-988877206	-67587703	-67587703
1047382742	-67301972	-67301972
499672015	-66677350	-66677350
